Filing_ID,Jurisdiction,Filing_Method,Submission_Date,Return_Complexity,Errors_Flag,Refund_Type,Backlog_Flag,Bank_Deposit_Method,Refund_Amount,Actual_Refund_Days,Return_Complexity_Score,Seasonal_Filing_Indicator,Filing_Day_Of_Week,Refund_Amount_Bucket,Error_Severity_Score
252,Federal,Paper,2025-03-14,Low,Yes,Check,No,N/A,1223,55,1,1,Friday,Medium,1
253,NY,Paper,2025-02-01,High,Yes,Direct Deposit,No,N/A,1728,52,3,1,Saturday,Medium,1
254,NY,Paper,2025-04-16,Medium,No,Direct Deposit,No,Wire,869,25,2,1,Wednesday,Small,0
255,CA,E-File,2025-02-23,Medium,No,Check,Yes,N/A,4260,15,2,1,Sunday,Large,0
256,NY,E-File,2025-01-23,Medium,Yes,Direct Deposit,Yes,Wire,456,29,2,0,Thursday,Small,1
257,CA,E-File,2025-03-25,Medium,No,Direct Deposit,Yes,N/A,1386,14,2,1,Tuesday,Medium,0
258,NY,Paper,2025-02-28,Medium,No,Direct Deposit,Yes,ACH,4613,36,2,1,Friday,Large,0
259,CA,Paper,2025-01-10,High,No,Check,Yes,N/A,4136,43,3,0,Friday,Large,0
260,Federal,Paper,2025-01-04,High,Yes,Direct Deposit,No,N/A,4069,37,3,0,Saturday,Large,1
261,Federal,Paper,2025-03-15,Low,Yes,Check,Yes,N/A,4504,61,1,1,Saturday,Large,1
262,CA,Paper,2025-01-26,Medium,Yes,Check,No,N/A,3312,35,2,0,Sunday,Large,1
263,CA,E-File,2025-01-28,High,No,Check,No,N/A,1961,7,3,0,Tuesday,Medium,0
264,NJ,Paper,2025-04-06,High,No,Check,No,N/A,1692,28,3,1,Sunday,Medium,0
265,NJ,Paper,2025-01-20,Medium,No,Direct Deposit,No,ACH,1242,27,2,0,Monday,Medium,0
266,NJ,Paper,2025-03-07,Low,No,Check,Yes,N/A,2095,41,1,1,Friday,Medium,0
267,CA,Paper,2025-04-07,High,Yes,Check,No,N/A,2939,42,3,1,Monday,Large,1
268,Federal,E-File,2025-04-18,Low,No,Direct Deposit,No,Wire,2620,10,1,1,Friday,Large,0
269,NY,Paper,2025-04-18,Medium,No,Direct Deposit,Yes,ACH,3267,33,2,1,Friday,Large,0
270,NY,E-File,2025-01-31,High,No,Check,No,N/A,3613,7,3,0,Friday,Large,0
271,CA,Paper,2025-01-05,Medium,No,Check,No,N/A,1077,41,2,0,Sunday,Medium,0
272,Federal,Paper,2025-04-20,High,No,Direct Deposit,Yes,Wire,731,38,3,1,Sunday,Small,0
273,Federal,E-File,2025-02-02,Medium,No,Direct Deposit,No,N/A,829,9,2,1,Sunday,Small,0
274,NY,E-File,2025-04-30,Medium,Yes,Direct Deposit,Yes,ACH,1276,21,2,1,Wednesday,Medium,1
275,NY,E-File,2025-04-14,Medium,No,Check,No,N/A,3994,11,2,1,Monday,Large,0
276,NJ,Paper,2025-02-11,Low,No,Direct Deposit,No,N/A,1928,43,1,1,Tuesday,Medium,0
277,NJ,E-File,2025-03-28,Low,Yes,Direct Deposit,Yes,N/A,1112,27,1,1,Friday,Medium,1
278,NY,E-File,2025-03-02,Low,Yes,Direct Deposit,Yes,Wire,3198,29,1,1,Sunday,Large,1
279,Federal,Paper,2025-03-22,High,No,Check,Yes,N/A,304,51,3,1,Saturday,Small,0
280,NJ,E-File,2025-04-29,Low,No,Direct Deposit,Yes,Wire,2613,24,1,1,Tuesday,Large,0
281,CA,E-File,2025-03-08,Low,No,Direct Deposit,No,ACH,1855,7,1,1,Saturday,Medium,0
282,NY,Paper,2025-03-22,Low,No,Check,No,N/A,2397,37,1,1,Saturday,Medium,0
283,CA,Paper,2025-02-16,Low,No,Direct Deposit,Yes,Wire,924,48,1,1,Sunday,Small,0
284,Federal,Paper,2025-04-05,Medium,Yes,Check,Yes,N/A,4962,46,2,1,Saturday,Large,1
285,CA,E-File,2025-04-27,Low,Yes,Direct Deposit,No,Wire,3596,21,1,1,Sunday,Large,1
286,CA,Paper,2025-04-30,High,No,Check,No,N/A,4710,32,3,1,Wednesday,Large,0
287,NY,E-File,2025-01-02,High,No,Direct Deposit,No,ACH,3539,10,3,0,Thursday,Large,0
288,Federal,Paper,2025-04-14,Medium,No,Direct Deposit,No,Wire,3333,42,2,1,Monday,Large,0
289,NY,E-File,2025-04-15,High,No,Check,Yes,N/A,2986,16,3,1,Tuesday,Large,0
290,CA,Paper,2025-02-01,Low,No,Check,Yes,N/A,4801,38,1,1,Saturday,Large,0
291,CA,Paper,2025-04-01,Medium,Yes,Check,No,N/A,2855,53,2,1,Tuesday,Large,1
292,NJ,Paper,2025-03-29,Medium,Yes,Direct Deposit,Yes,Wire,3053,45,2,1,Saturday,Large,1
293,Federal,Paper,2025-01-27,High,Yes,Direct Deposit,Yes,N/A,4934,65,3,0,Monday,Large,1
294,CA,Paper,2025-04-04,High,No,Check,No,N/A,4493,41,3,1,Friday,Large,0
295,Federal,Paper,2025-04-21,High,Yes,Check,Yes,N/A,4247,40,3,1,Monday,Large,1
296,Federal,Paper,2025-03-21,Low,No,Direct Deposit,No,ACH,4740,28,1,1,Friday,Large,0
297,NY,E-File,2025-04-21,Low,Yes,Direct Deposit,Yes,N/A,3569,32,1,1,Monday,Large,1
298,CA,E-File,2025-04-17,High,Yes,Direct Deposit,No,N/A,4583,28,3,1,Thursday,Large,1
299,NJ,Paper,2025-03-17,High,Yes,Direct Deposit,No,Wire,4725,42,3,1,Monday,Large,1
300,CA,E-File,2025-02-17,Low,No,Check,No,N/A,2515,14,1,1,Monday,Large,0
301,NY,Paper,2025-04-13,Medium,No,Check,Yes,N/A,4766,45,2,1,Sunday,Large,0
302,Federal,Paper,2025-02-07,Low,No,Check,Yes,N/A,4469,42,1,1,Friday,Large,0
303,CA,E-File,2025-04-16,Low,Yes,Check,Yes,N/A,4928,26,1,1,Wednesday,Large,1
304,CA,E-File,2025-03-24,High,No,Check,Yes,N/A,499,21,3,1,Monday,Small,0
305,NJ,E-File,2025-03-30,Low,No,Check,No,N/A,1111,10,1,1,Sunday,Medium,0
306,Federal,Paper,2025-03-29,High,Yes,Check,No,N/A,2105,38,3,1,Saturday,Medium,1
307,Federal,E-File,2025-03-09,Low,No,Check,Yes,N/A,1555,19,1,1,Sunday,Medium,0
308,Federal,Paper,2025-01-27,Medium,No,Check,No,N/A,3011,40,2,0,Monday,Large,0
309,CA,E-File,2025-04-09,High,No,Direct Deposit,Yes,N/A,1741,17,3,1,Wednesday,Medium,0
310,Federal,Paper,2025-02-02,High,No,Check,No,N/A,1694,35,3,1,Sunday,Medium,0
311,NJ,Paper,2025-02-02,Low,Yes,Direct Deposit,No,ACH,2494,48,1,1,Sunday,Medium,1
312,CA,E-File,2025-01-30,High,No,Check,No,N/A,3013,8,3,0,Thursday,Large,0
313,CA,E-File,2025-02-05,Medium,No,Check,No,N/A,1788,15,2,1,Wednesday,Medium,0
314,Federal,Paper,2025-02-14,Low,Yes,Direct Deposit,Yes,ACH,4059,65,1,1,Friday,Large,1
315,CA,Paper,2025-01-18,Low,No,Check,No,N/A,1785,44,1,0,Saturday,Medium,0
316,CA,Paper,2025-04-29,Low,Yes,Check,No,N/A,3795,42,1,1,Tuesday,Large,1
317,NJ,Paper,2025-02-12,Medium,No,Direct Deposit,Yes,ACH,4962,39,2,1,Wednesday,Large,0
318,NY,Paper,2025-04-08,Low,Yes,Direct Deposit,Yes,ACH,2915,64,1,1,Tuesday,Large,1
319,NJ,Paper,2025-04-13,Medium,Yes,Direct Deposit,Yes,N/A,2816,49,2,1,Sunday,Large,1
320,Federal,E-File,2025-01-01,High,Yes,Direct Deposit,Yes,ACH,1176,29,3,0,Wednesday,Medium,1
321,CA,Paper,2025-03-21,High,Yes,Direct Deposit,No,ACH,1796,39,3,1,Friday,Medium,1
322,NY,E-File,2025-03-26,High,Yes,Check,No,N/A,562,27,3,1,Wednesday,Small,1
323,CA,E-File,2025-01-13,Low,No,Direct Deposit,No,ACH,4161,15,1,0,Monday,Large,0
324,CA,E-File,2025-01-31,Medium,Yes,Check,No,N/A,1937,25,2,0,Friday,Medium,1
325,NY,E-File,2025-02-26,Low,Yes,Direct Deposit,Yes,Wire,4598,27,1,1,Wednesday,Large,1
326,NJ,Paper,2025-02-15,Medium,No,Direct Deposit,No,ACH,1800,38,2,1,Saturday,Medium,0
327,CA,E-File,2025-04-02,Low,Yes,Direct Deposit,No,N/A,4567,26,1,1,Wednesday,Large,1
328,NJ,E-File,2025-01-09,Medium,No,Direct Deposit,No,N/A,3210,13,2,0,Thursday,Large,0
329,NJ,E-File,2025-03-10,High,Yes,Check,Yes,N/A,3921,30,3,1,Monday,Large,1
330,NY,Paper,2025-02-04,High,Yes,Check,No,N/A,3929,44,3,1,Tuesday,Large,1
331,NY,Paper,2025-03-27,Low,Yes,Direct Deposit,No,ACH,3813,40,1,1,Thursday,Large,1
332,Federal,E-File,2025-04-30,Medium,Yes,Direct Deposit,No,ACH,2584,13,2,1,Wednesday,Large,1
333,NY,E-File,2025-04-28,Low,Yes,Direct Deposit,No,ACH,4975,22,1,1,Monday,Large,1
334,NY,Paper,2025-03-23,High,No,Direct Deposit,No,ACH,4245,32,3,1,Sunday,Large,0
335,Federal,E-File,2025-01-18,High,Yes,Check,Yes,N/A,1229,25,3,0,Saturday,Medium,1
336,Federal,Paper,2025-01-16,Medium,No,Direct Deposit,No,N/A,3694,44,2,0,Thursday,Large,0
337,NY,Paper,2025-02-16,Medium,Yes,Direct Deposit,No,ACH,4746,35,2,1,Sunday,Large,1
338,NY,E-File,2025-03-28,High,Yes,Direct Deposit,Yes,ACH,548,33,3,1,Friday,Small,1
339,CA,Paper,2025-02-08,Low,Yes,Direct Deposit,Yes,Wire,3136,59,1,1,Saturday,Large,1
340,Federal,E-File,2025-01-23,High,No,Direct Deposit,No,ACH,4686,8,3,0,Thursday,Large,0
341,CA,Paper,2025-02-14,Low,Yes,Check,No,N/A,1971,41,1,1,Friday,Medium,1
342,Federal,E-File,2025-01-17,High,Yes,Direct Deposit,Yes,Wire,2016,25,3,0,Friday,Medium,1
343,CA,E-File,2025-02-15,High,No,Check,Yes,N/A,1840,15,3,1,Saturday,Medium,0
344,NY,E-File,2025-03-22,Low,Yes,Check,No,N/A,4871,24,1,1,Saturday,Large,1
345,NJ,Paper,2025-01-04,Low,No,Direct Deposit,No,N/A,3245,27,1,0,Saturday,Large,0
346,NJ,Paper,2025-01-05,Low,Yes,Check,Yes,N/A,2071,56,1,0,Sunday,Medium,1
347,Federal,E-File,2025-01-26,Medium,No,Direct Deposit,Yes,Wire,4778,17,2,0,Sunday,Large,0
348,NY,E-File,2025-03-24,Low,Yes,Direct Deposit,Yes,ACH,3769,37,1,1,Monday,Large,1
349,NY,E-File,2025-03-25,High,No,Check,No,N/A,471,7,3,1,Tuesday,Small,0
350,Federal,Paper,2025-04-05,High,Yes,Direct Deposit,No,N/A,424,47,3,1,Saturday,Small,1
351,NJ,Paper,2025-01-25,High,No,Direct Deposit,No,ACH,4765,32,3,0,Saturday,Large,0
352,Federal,E-File,2025-02-19,Low,No,Direct Deposit,Yes,N/A,1167,20,1,1,Wednesday,Medium,0
353,Federal,E-File,2025-02-12,Medium,Yes,Check,No,N/A,3037,20,2,1,Wednesday,Large,1
354,NJ,E-File,2025-01-18,High,Yes,Direct Deposit,Yes,Wire,954,24,3,0,Saturday,Small,1
355,Federal,E-File,2025-04-08,Low,No,Check,No,N/A,1946,12,1,1,Tuesday,Medium,0
356,NJ,E-File,2025-03-08,High,No,Direct Deposit,Yes,N/A,507,15,3,1,Saturday,Small,0
357,Federal,E-File,2025-01-31,High,Yes,Check,No,N/A,3410,20,3,0,Friday,Large,1
358,Federal,Paper,2025-03-01,Medium,No,Check,No,N/A,3063,30,2,1,Saturday,Large,0
359,Federal,Paper,2025-02-01,Medium,Yes,Check,No,N/A,2106,32,2,1,Saturday,Medium,1
360,CA,E-File,2025-03-26,Low,Yes,Check,Yes,N/A,3206,18,1,1,Wednesday,Large,1
361,CA,Paper,2025-04-20,Medium,Yes,Check,Yes,N/A,4462,54,2,1,Sunday,Large,1
362,NY,Paper,2025-01-28,High,No,Direct Deposit,Yes,ACH,4567,40,3,0,Tuesday,Large,0
363,NY,E-File,2025-04-25,High,No,Direct Deposit,Yes,N/A,3868,20,3,1,Friday,Large,0
364,CA,Paper,2025-04-28,Low,No,Check,No,N/A,4375,39,1,1,Monday,Large,0
365,NY,Paper,2025-04-10,Low,Yes,Direct Deposit,No,N/A,532,54,1,1,Thursday,Small,1
366,NY,Paper,2025-04-30,Low,Yes,Check,Yes,N/A,2239,54,1,1,Wednesday,Medium,1
367,CA,Paper,2025-02-15,High,No,Check,Yes,N/A,3491,43,3,1,Saturday,Large,0
368,CA,E-File,2025-02-19,High,Yes,Check,No,N/A,1353,24,3,1,Wednesday,Medium,1
369,NY,Paper,2025-01-19,Medium,No,Check,Yes,N/A,4423,53,2,0,Sunday,Large,0
370,Federal,Paper,2025-04-09,Low,Yes,Direct Deposit,Yes,Wire,1300,42,1,1,Wednesday,Medium,1
371,Federal,Paper,2025-02-09,Medium,No,Check,Yes,N/A,1556,35,2,1,Sunday,Medium,0
372,Federal,Paper,2025-03-24,High,No,Direct Deposit,No,ACH,349,29,3,1,Monday,Small,0
373,CA,Paper,2025-01-18,Low,Yes,Direct Deposit,No,ACH,4959,37,1,0,Saturday,Large,1
374,Federal,E-File,2025-03-18,Medium,Yes,Check,Yes,N/A,4160,17,2,1,Tuesday,Large,1
375,Federal,Paper,2025-01-23,Medium,No,Check,No,N/A,342,32,2,0,Thursday,Small,0
376,NJ,Paper,2025-02-04,Low,No,Check,No,N/A,4067,33,1,1,Tuesday,Large,0
377,CA,E-File,2025-04-06,Low,No,Direct Deposit,Yes,N/A,4891,20,1,1,Sunday,Large,0
378,CA,Paper,2025-01-08,High,Yes,Direct Deposit,Yes,ACH,1894,63,3,0,Wednesday,Medium,1
379,Federal,E-File,2025-02-07,High,No,Direct Deposit,No,N/A,4226,11,3,1,Friday,Large,0
380,NJ,E-File,2025-01-27,Medium,Yes,Check,No,N/A,4745,17,2,0,Monday,Large,1
381,NJ,Paper,2025-03-19,High,Yes,Check,No,N/A,1221,41,3,1,Wednesday,Medium,1
382,Federal,Paper,2025-01-05,Medium,No,Direct Deposit,No,N/A,1966,33,2,0,Sunday,Medium,0
383,CA,E-File,2025-01-23,High,Yes,Check,Yes,N/A,3977,22,3,0,Thursday,Large,1
384,CA,E-File,2025-02-20,Medium,No,Check,No,N/A,629,13,2,1,Thursday,Small,0
385,CA,Paper,2025-02-10,High,No,Direct Deposit,Yes,Wire,3471,32,3,1,Monday,Large,0
386,CA,E-File,2025-02-24,Medium,Yes,Check,Yes,N/A,1611,27,2,1,Monday,Medium,1
387,Federal,E-File,2025-04-01,High,Yes,Check,No,N/A,4423,21,3,1,Tuesday,Large,1
388,NJ,E-File,2025-02-18,Medium,No,Check,Yes,N/A,2804,21,2,1,Tuesday,Large,0
389,CA,E-File,2025-04-05,Low,Yes,Direct Deposit,No,ACH,2504,16,1,1,Saturday,Large,1
390,Federal,E-File,2025-02-21,Low,No,Check,Yes,N/A,3572,19,1,1,Friday,Large,0
391,CA,Paper,2025-01-12,Low,No,Check,Yes,N/A,2898,50,1,0,Sunday,Large,0
392,CA,E-File,2025-01-27,Low,Yes,Direct Deposit,Yes,N/A,2671,24,1,0,Monday,Large,1
393,Federal,E-File,2025-03-16,Low,Yes,Direct Deposit,No,Wire,3905,22,1,1,Sunday,Large,1
394,Federal,E-File,2025-01-04,Low,No,Direct Deposit,No,Wire,1865,11,1,0,Saturday,Medium,0
395,CA,E-File,2025-01-08,Medium,No,Direct Deposit,Yes,ACH,901,15,2,0,Wednesday,Small,0
396,NJ,Paper,2025-04-16,Low,Yes,Check,Yes,N/A,1570,46,1,1,Wednesday,Medium,1
397,CA,E-File,2025-02-23,High,Yes,Check,Yes,N/A,3961,31,3,1,Sunday,Large,1
398,NJ,E-File,2025-03-04,Medium,Yes,Check,Yes,N/A,1805,29,2,1,Tuesday,Medium,1
399,Federal,Paper,2025-03-07,High,No,Direct Deposit,Yes,Wire,3542,40,3,1,Friday,Large,0
400,NY,Paper,2025-04-30,Medium,No,Direct Deposit,Yes,ACH,1786,48,2,1,Wednesday,Medium,0
401,Federal,E-File,2025-01-31,High,Yes,Check,No,N/A,3409,23,3,0,Friday,Large,1
402,NY,Paper,2025-01-22,High,No,Check,No,N/A,2536,32,3,0,Wednesday,Large,0
403,Federal,E-File,2025-02-11,Low,No,Direct Deposit,Yes,N/A,3601,14,1,1,Tuesday,Large,0
404,NY,Paper,2025-04-25,Medium,Yes,Check,No,N/A,2861,50,2,1,Friday,Large,1
405,NY,E-File,2025-02-05,Low,No,Direct Deposit,Yes,Wire,2581,13,1,1,Wednesday,Large,0
406,Federal,Paper,2025-01-26,Medium,Yes,Check,No,N/A,2014,41,2,0,Sunday,Medium,1
407,NJ,E-File,2025-03-05,Low,No,Check,No,N/A,3725,8,1,1,Wednesday,Large,0
408,NJ,Paper,2025-04-19,Medium,No,Check,No,N/A,4043,40,2,1,Saturday,Large,0
409,Federal,Paper,2025-02-13,Medium,No,Check,No,N/A,4417,38,2,1,Thursday,Large,0
410,CA,E-File,2025-04-15,Low,No,Check,No,N/A,1770,8,1,1,Tuesday,Medium,0
411,CA,Paper,2025-01-12,High,Yes,Direct Deposit,Yes,Wire,3495,63,3,0,Sunday,Large,1
412,NY,Paper,2025-01-03,Low,No,Check,Yes,N/A,3485,42,1,0,Friday,Large,0
413,CA,E-File,2025-03-06,Medium,Yes,Direct Deposit,Yes,ACH,1478,21,2,1,Thursday,Medium,1
414,CA,Paper,2025-02-12,Low,No,Check,Yes,N/A,2599,35,1,1,Wednesday,Large,0
415,NJ,E-File,2025-01-20,High,Yes,Direct Deposit,Yes,Wire,2984,30,3,0,Monday,Large,1
416,Federal,E-File,2025-01-26,High,No,Direct Deposit,Yes,ACH,3012,22,3,0,Sunday,Large,0
417,NY,Paper,2025-04-04,Medium,No,Direct Deposit,Yes,N/A,1164,35,2,1,Friday,Medium,0
418,NY,E-File,2025-02-19,High,Yes,Check,No,N/A,1282,23,3,1,Wednesday,Medium,1
419,NJ,E-File,2025-03-04,Medium,Yes,Direct Deposit,No,ACH,2209,17,2,1,Tuesday,Medium,1
420,NJ,E-File,2025-01-11,Medium,Yes,Direct Deposit,No,N/A,3259,20,2,0,Saturday,Large,1
421,CA,Paper,2025-01-30,Medium,No,Direct Deposit,No,ACH,1829,41,2,0,Thursday,Medium,0
422,NY,E-File,2025-02-22,Medium,Yes,Direct Deposit,No,ACH,4013,28,2,1,Saturday,Large,1
423,NJ,E-File,2025-02-07,Low,Yes,Direct Deposit,No,Wire,1959,18,1,1,Friday,Medium,1
424,Federal,E-File,2025-02-05,Low,Yes,Direct Deposit,No,Wire,2522,22,1,1,Wednesday,Large,1
425,CA,Paper,2025-03-20,Medium,No,Direct Deposit,No,ACH,354,26,2,1,Thursday,Small,0
426,CA,E-File,2025-02-26,High,No,Direct Deposit,Yes,ACH,4082,18,3,1,Wednesday,Large,0
427,CA,Paper,2025-04-27,Medium,Yes,Direct Deposit,No,ACH,622,52,2,1,Sunday,Small,1
428,NJ,E-File,2025-04-25,Medium,Yes,Check,Yes,N/A,1612,31,2,1,Friday,Medium,1
429,NY,E-File,2025-04-05,Low,No,Direct Deposit,No,ACH,3251,9,1,1,Saturday,Large,0
430,NY,Paper,2025-04-24,Medium,No,Check,Yes,N/A,4130,35,2,1,Thursday,Large,0
431,NY,Paper,2025-01-29,Low,No,Direct Deposit,Yes,ACH,1278,31,1,0,Wednesday,Medium,0
432,Federal,E-File,2025-03-28,Medium,No,Direct Deposit,No,ACH,3431,11,2,1,Friday,Large,0
433,CA,E-File,2025-02-25,High,No,Direct Deposit,No,ACH,1694,11,3,1,Tuesday,Medium,0
434,Federal,Paper,2025-02-17,Medium,Yes,Direct Deposit,No,Wire,3493,47,2,1,Monday,Large,1
435,Federal,Paper,2025-01-08,Medium,No,Direct Deposit,Yes,N/A,3752,40,2,0,Wednesday,Large,0
436,NJ,E-File,2025-03-20,Low,No,Check,No,N/A,2035,7,1,1,Thursday,Medium,0
437,CA,E-File,2025-01-11,Medium,Yes,Direct Deposit,Yes,N/A,4062,25,2,0,Saturday,Large,1
438,CA,E-File,2025-02-24,Low,Yes,Direct Deposit,Yes,Wire,4704,25,1,1,Monday,Large,1
439,Federal,E-File,2025-02-14,Low,No,Check,No,N/A,914,15,1,1,Friday,Small,0
440,CA,Paper,2025-02-25,High,No,Check,Yes,N/A,4799,51,3,1,Tuesday,Large,0
441,NY,Paper,2025-02-27,Medium,Yes,Check,No,N/A,2536,46,2,1,Thursday,Large,1
442,NJ,Paper,2025-03-03,Low,Yes,Direct Deposit,Yes,Wire,4251,55,1,1,Monday,Large,1
443,CA,Paper,2025-04-29,High,No,Check,No,N/A,3160,35,3,1,Tuesday,Large,0
444,NJ,Paper,2025-01-27,High,No,Check,No,N/A,600,38,3,0,Monday,Small,0
445,CA,Paper,2025-03-14,High,Yes,Check,Yes,N/A,425,41,3,1,Friday,Small,1
446,NJ,Paper,2025-04-29,Low,No,Check,No,N/A,2507,45,1,1,Tuesday,Large,0
447,Federal,Paper,2025-03-13,Medium,No,Direct Deposit,No,ACH,425,41,2,1,Thursday,Small,0
448,NJ,E-File,2025-02-22,High,Yes,Direct Deposit,Yes,Wire,1728,27,3,1,Saturday,Medium,1
449,Federal,E-File,2025-01-21,Low,No,Direct Deposit,Yes,Wire,2006,20,1,0,Tuesday,Medium,0
450,NY,Paper,2025-01-07,Medium,Yes,Check,Yes,N/A,4528,56,2,0,Tuesday,Large,1
451,NY,E-File,2025-01-26,Medium,Yes,Check,No,N/A,2988,20,2,0,Sunday,Large,1
452,Federal,Paper,2025-02-15,Low,No,Check,No,N/A,2493,41,1,1,Saturday,Medium,0
453,NY,Paper,2025-04-16,Low,No,Direct Deposit,Yes,N/A,3335,43,1,1,Wednesday,Large,0
454,Federal,E-File,2025-01-15,High,No,Direct Deposit,Yes,ACH,1888,17,3,0,Wednesday,Medium,0
455,NY,E-File,2025-04-16,Medium,No,Direct Deposit,No,N/A,3687,8,2,1,Wednesday,Large,0
456,CA,E-File,2025-03-02,Low,No,Direct Deposit,No,N/A,1795,8,1,1,Sunday,Medium,0
457,NY,Paper,2025-04-07,Medium,No,Direct Deposit,No,ACH,4933,27,2,1,Monday,Large,0
458,Federal,E-File,2025-01-30,Medium,Yes,Check,Yes,N/A,1964,30,2,0,Thursday,Medium,1
459,NY,Paper,2025-03-23,High,Yes,Check,Yes,N/A,1981,51,3,1,Sunday,Medium,1
460,CA,E-File,2025-03-26,Low,No,Direct Deposit,Yes,Wire,4255,20,1,1,Wednesday,Large,0
461,CA,E-File,2025-01-22,Medium,No,Direct Deposit,Yes,Wire,790,23,2,0,Wednesday,Small,0
462,CA,Paper,2025-04-22,High,Yes,Direct Deposit,No,Wire,4704,36,3,1,Tuesday,Large,1
463,NJ,E-File,2025-01-28,Medium,No,Direct Deposit,Yes,Wire,869,15,2,0,Tuesday,Small,0
464,Federal,Paper,2025-04-28,High,No,Check,No,N/A,3691,37,3,1,Monday,Large,0
465,NY,Paper,2025-01-24,Low,Yes,Direct Deposit,No,N/A,2287,43,1,0,Friday,Medium,1
466,Federal,E-File,2025-04-16,Low,No,Direct Deposit,Yes,ACH,4527,21,1,1,Wednesday,Large,0
467,NY,Paper,2025-03-12,High,Yes,Check,No,N/A,1273,51,3,1,Wednesday,Medium,1
468,Federal,Paper,2025-03-11,High,Yes,Direct Deposit,Yes,ACH,3304,56,3,1,Tuesday,Large,1
469,NJ,E-File,2025-01-25,Medium,No,Direct Deposit,Yes,Wire,2369,19,2,0,Saturday,Medium,0
470,CA,Paper,2025-03-15,Medium,Yes,Direct Deposit,Yes,ACH,312,42,2,1,Saturday,Small,1
471,NJ,Paper,2025-04-13,Low,Yes,Direct Deposit,Yes,ACH,3088,52,1,1,Sunday,Large,1
472,Federal,E-File,2025-01-11,Low,No,Check,Yes,N/A,1034,21,1,0,Saturday,Medium,0
473,NY,Paper,2025-02-10,Low,No,Check,Yes,N/A,4637,40,1,1,Monday,Large,0
474,NY,E-File,2025-01-16,Medium,Yes,Direct Deposit,No,N/A,966,22,2,0,Thursday,Small,1
475,NJ,E-File,2025-03-20,Medium,No,Check,Yes,N/A,888,20,2,1,Thursday,Small,0
476,Federal,Paper,2025-01-16,High,No,Direct Deposit,Yes,N/A,2616,49,3,0,Thursday,Large,0
477,Federal,E-File,2025-01-08,Medium,Yes,Direct Deposit,Yes,Wire,3658,27,2,0,Wednesday,Large,1
478,NJ,E-File,2025-04-03,Low,Yes,Direct Deposit,Yes,N/A,2275,27,1,1,Thursday,Medium,1
479,Federal,E-File,2025-01-25,High,No,Check,Yes,N/A,910,16,3,0,Saturday,Small,0
480,NJ,Paper,2025-03-16,High,Yes,Direct Deposit,Yes,Wire,624,63,3,1,Sunday,Small,1
481,Federal,E-File,2025-01-11,High,No,Check,No,N/A,4597,11,3,0,Saturday,Large,0
482,CA,E-File,2025-01-02,Medium,No,Check,Yes,N/A,1017,17,2,0,Thursday,Medium,0
483,NJ,E-File,2025-04-02,Medium,Yes,Direct Deposit,Yes,N/A,699,22,2,1,Wednesday,Small,1
484,NJ,E-File,2025-01-02,High,No,Check,Yes,N/A,4790,20,3,0,Thursday,Large,0
485,NY,E-File,2025-02-04,High,Yes,Check,No,N/A,676,19,3,1,Tuesday,Small,1
486,NJ,Paper,2025-03-22,Low,No,Direct Deposit,Yes,ACH,4157,53,1,1,Saturday,Large,0
487,NJ,E-File,2025-04-20,High,Yes,Check,No,N/A,2210,22,3,1,Sunday,Medium,1
488,CA,E-File,2025-04-11,Low,Yes,Check,Yes,N/A,4406,24,1,1,Friday,Large,1
489,CA,E-File,2025-02-04,Medium,Yes,Direct Deposit,Yes,Wire,3622,22,2,1,Tuesday,Large,1
490,CA,Paper,2025-04-29,Low,No,Check,Yes,N/A,895,46,1,1,Tuesday,Small,0
491,CA,Paper,2025-03-12,High,No,Direct Deposit,No,Wire,2642,26,3,1,Wednesday,Large,0
492,CA,Paper,2025-03-23,Low,Yes,Direct Deposit,Yes,N/A,3322,64,1,1,Sunday,Large,1
493,NJ,E-File,2025-03-18,Medium,Yes,Check,No,N/A,1709,19,2,1,Tuesday,Medium,1
494,CA,Paper,2025-02-11,Low,Yes,Check,No,N/A,3474,51,1,1,Tuesday,Large,1
495,CA,Paper,2025-04-22,Low,Yes,Check,No,N/A,4130,53,1,1,Tuesday,Large,1
496,Federal,E-File,2025-04-26,Medium,No,Check,No,N/A,2129,7,2,1,Saturday,Medium,0
497,NY,E-File,2025-01-31,Low,No,Direct Deposit,No,Wire,2605,7,1,0,Friday,Large,0
498,NJ,E-File,2025-02-05,Medium,Yes,Check,Yes,N/A,644,29,2,1,Wednesday,Small,1
499,Federal,Paper,2025-03-20,High,No,Direct Deposit,No,N/A,755,31,3,1,Thursday,Small,0
500,CA,E-File,2025-01-16,Low,Yes,Check,Yes,N/A,4722,27,1,0,Thursday,Large,1
501,Federal,Paper,2025-01-29,Medium,No,Check,Yes,N/A,4130,43,2,0,Wednesday,Large,0
502,NJ,E-File,2025-01-14,Medium,No,Direct Deposit,No,ACH,1215,12,2,0,Tuesday,Medium,0
503,CA,E-File,2025-03-18,Low,Yes,Direct Deposit,Yes,N/A,4775,34,1,1,Tuesday,Large,1
504,NJ,E-File,2025-01-31,High,No,Direct Deposit,No,ACH,4105,8,3,0,Friday,Large,0
505,NJ,Paper,2025-02-02,High,No,Direct Deposit,Yes,Wire,2083,48,3,1,Sunday,Medium,0
